timestamp,container,cpu_percent,mem_used_b,mem_limit_b,mem_percent,net_rx_b,net_tx_b,blk_read_b,blk_write_b,pids
2025-09-11T15:14:24.6421503+09:00,spring-app,0.97,441974784,8173322764.288,5.41,45977.6,212992,368640,75468.8,63
2025-09-11T15:14:24.6421503+09:00,my-postgres,10.08,79062630.4,8173322764.288,0.97,630194176,988807168,1279262.72,8386.56,28
2025-09-11T15:14:24.6421503+09:00,my-redis,1.22,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:29.7782510+09:00,spring-app,98.75,489055846.4,8173322764.288,5.98,522240,793600,402432,75468.8,63
2025-09-11T15:14:29.7782510+09:00,my-postgres,19.90,85133885.44,8173322764.288,1.04,630194176,988807168,1279262.72,8386.56,29
2025-09-11T15:14:29.7782510+09:00,my-redis,0.36,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:34.5907313+09:00,spring-app,88.98,491677286.4,8173322764.288,6.02,811008,1226833.92,402432,75468.8,63
2025-09-11T15:14:34.5907313+09:00,my-postgres,17.34,85574287.36,8173322764.288,1.05,630194176,989855744,1279262.72,8386.56,29
2025-09-11T15:14:34.5907313+09:00,my-redis,0.36,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:39.3422124+09:00,spring-app,98.78,504784486.4,8173322764.288,6.18,1268776.96,1793064.96,402432,92262.4,63
2025-09-11T15:14:39.3422124+09:00,my-postgres,6.67,82103500.8,8173322764.288,1.00,631242752,989855744,1279262.72,8386.56,28
2025-09-11T15:14:39.3422124+09:00,my-redis,0.16,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:44.0972697+09:00,spring-app,37.96,496081305.6,8173322764.288,6.07,1551892.48,2191523.84,402432,92262.4,63
2025-09-11T15:14:44.0972697+09:00,my-postgres,5.63,82187386.88,8173322764.288,1.01,631242752,989855744,1279262.72,8386.56,28
2025-09-11T15:14:44.0972697+09:00,my-redis,0.14,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:48.8411371+09:00,spring-app,57.65,502897049.6,8173322764.288,6.15,1981808.64,2747269.12,402432,92262.4,63
2025-09-11T15:14:48.8411371+09:00,my-postgres,6.17,82659246.08,8173322764.288,1.01,631242752,990904320,1279262.72,8386.56,28
2025-09-11T15:14:48.8411371+09:00,my-redis,0.14,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:53.6257457+09:00,spring-app,34.20,503945625.6,8173322764.288,6.17,2264924.16,3145728,402432,108544,63
2025-09-11T15:14:53.6257457+09:00,my-postgres,21.77,86056632.32,8173322764.288,1.05,631242752,990904320,1279262.72,8386.56,30
2025-09-11T15:14:53.6257457+09:00,my-redis,0.84,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:14:58.5888823+09:00,spring-app,512.63,674444083.2,8173322764.288,8.25,4561305.6,5421137.92,402432,108544,248
2025-09-11T15:14:58.5888823+09:00,my-postgres,45.72,100180951.04,8173322764.288,1.23,632291328,991952896,1279262.72,8386.56,37
2025-09-11T15:14:58.5888823+09:00,my-redis,1.39,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:15:03.6610834+09:00,spring-app,483.24,727187456,8173322764.288,8.90,7287603.2,8577351.68,402432,108544,246
2025-09-11T15:15:03.6610834+09:00,my-postgres,53.43,100694753.28,8173322764.288,1.23,634388480,995098624,1279262.72,8386.56,37
2025-09-11T15:15:03.6610834+09:00,my-redis,1.56,6942621.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:15:08.6274230+09:00,spring-app,515.53,729704038.4,8173322764.288,8.93,10590617.6,12373196.8,402432,125952,246
2025-09-11T15:15:08.6274230+09:00,my-postgres,58.73,100726210.56,8173322764.288,1.23,636485632,997195776,1279262.72,8386.56,37
2025-09-11T15:15:08.6274230+09:00,my-redis,1.17,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:15:13.6337916+09:00,spring-app,496.43,756757299.2,8173322764.288,9.26,14260633.6,16672358.4,402432,125952,248
2025-09-11T15:15:13.6337916+09:00,my-postgres,57.22,100841553.92,8173322764.288,1.23,638582784,1000341504,1279262.72,8386.56,37
2025-09-11T15:15:13.6337916+09:00,my-redis,1.43,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:15:18.5606389+09:00,spring-app,436.62,756442726.4,8173322764.288,9.26,18350080,21390950.4,402432,125952,245
2025-09-11T15:15:18.5606389+09:00,my-postgres,68.00,100914954.24,8173322764.288,1.23,640679936,1004535808,1279262.72,8386.56,37
2025-09-11T15:15:18.5606389+09:00,my-redis,1.04,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:15:23.5409341+09:00,spring-app,498.21,822503014.4,8173322764.288,10.06,21495808,25165824,402432,125952,246
2025-09-11T15:15:23.5409341+09:00,my-postgres,77.23,100914954.24,8173322764.288,1.23,642777088,1007681536,1279262.72,8386.56,37
2025-09-11T15:15:23.5409341+09:00,my-redis,1.43,6824132.608,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
2025-09-11T15:15:27.6614647+09:00,spring-app,428.01,855008870.4,8173322764.288,10.46,26528972.8,30932992,402432,142336,248
2025-09-11T15:15:27.6614647+09:00,my-postgres,94.62,104176025.6,8173322764.288,1.27,645922816,1010827264,1279262.72,8386.56,38
2025-09-11T15:15:27.6614647+09:00,my-redis,0.19,6680477.696,8173322764.288,0.08,10800332.8,135266304,12897484.8,0,5
