timestamp,container,cpu_percent,mem_used_b,mem_limit_b,mem_percent,net_rx_b,net_tx_b,blk_read_b,blk_write_b,pids
2025-09-12T00:19:55.3534990+09:00,spring-app,0.39,459276288,8173322764.288,5.62,44851.2,110592,0,83865.6,60
2025-09-12T00:19:55.3534990+09:00,my-postgres,12.30,102907248.64,8173322764.288,1.26,1492501135.36,2362232012.8,4970250.24,33587.2,33
2025-09-12T00:19:55.3534990+09:00,my-redis,0.15,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:01.0084978+09:00,spring-app,396.87,519674265.6,8173322764.288,6.36,599040,831488,0,83865.6,218
2025-09-12T00:20:01.0084978+09:00,my-postgres,21.88,126143692.8,8173322764.288,1.54,1492501135.36,2362232012.8,4970250.24,33587.2,43
2025-09-12T00:20:01.0084978+09:00,my-redis,0.68,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:06.4502030+09:00,spring-app,636.94,594437734.4,8173322764.288,7.27,1667235.84,2023751.68,0,83865.6,233
2025-09-12T00:20:06.4502030+09:00,my-postgres,30.22,128345702.4,8173322764.288,1.57,1492501135.36,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:06.4502030+09:00,my-redis,0.23,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:11.2690419+09:00,spring-app,718.13,600414617.6,8173322764.288,7.35,2474639.36,2925527.04,0,100659.2,235
2025-09-12T00:20:11.2690419+09:00,my-postgres,44.34,128450560,8173322764.288,1.57,1492501135.36,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:11.2690419+09:00,my-redis,0.37,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:16.3145594+09:00,spring-app,420.97,620547276.8,8173322764.288,7.59,3344957.44,3879731.2,0,100659.2,233
2025-09-12T00:20:16.3145594+09:00,my-postgres,24.79,128974848,8173322764.288,1.58,1492501135.36,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:16.3145594+09:00,my-redis,0.17,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:21.4874257+09:00,spring-app,428.85,624322150.4,8173322764.288,7.64,4225761.28,4833935.36,0,100659.2,232
2025-09-12T00:20:21.4874257+09:00,my-postgres,43.82,128660275.2,8173322764.288,1.57,1503238553.6,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:21.4874257+09:00,my-redis,0.28,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:26.6879556+09:00,spring-app,376.42,660812595.2,8173322764.288,8.09,5127536.64,5819596.8,0,117760,232
2025-09-12T00:20:26.6879556+09:00,my-postgres,32.49,128660275.2,8173322764.288,1.57,1503238553.6,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:26.6879556+09:00,my-redis,0.18,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:31.6761360+09:00,spring-app,594.53,683671552,8173322764.288,8.36,7182745.6,7528775.68,0,117760,246
2025-09-12T00:20:31.6761360+09:00,my-postgres,61.00,128869990.4,8173322764.288,1.58,1503238553.6,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:31.6761360+09:00,my-redis,0.23,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:36.7912085+09:00,spring-app,525.17,754135859.2,8173322764.288,9.23,10024386.56,10181672.96,0,117760,246
2025-09-12T00:20:36.7912085+09:00,my-postgres,53.39,128660275.2,8173322764.288,1.57,1503238553.6,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:36.7912085+09:00,my-redis,0.34,6622806.016,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
2025-09-12T00:20:41.5091629+09:00,spring-app,508.64,804257792,8173322764.288,9.84,12478054.4,12478054.4,0,117760,246
2025-09-12T00:20:41.5091629+09:00,my-postgres,57.43,129079705.6,8173322764.288,1.58,1503238553.6,2372969431.04,4970250.24,33587.2,43
2025-09-12T00:20:41.5091629+09:00,my-redis,1.56,6615465.984,8173322764.288,0.08,19084083.2,240123904,12897484.8,0,5
